confidence,expected_label,is_sludge,layout_category,recommendations/0,recommendations/1,summary,text_features/0/end_time,text_features/0/start_time,text_features/0/text,text_features/1/end_time,text_features/1/start_time,text_features/1/text,text_tags/0,text_tags/1,video_id,visual_features/0/end_time,visual_features/0/start_time,visual_features/0/text,visual_features/1/end_time,visual_features/1/start_time,visual_features/1/text,visual_features/2/end_time,visual_features/2/start_time,visual_features/2/text,visual_features/3/end_time,visual_features/3/start_time,visual_features/3/text,visual_tags/0,visual_tags/1,visual_tags/2,text_features/2/end_time,text_features/2/start_time,text_features/2/text,text_tags/2,visual_features/4/end_time,visual_features/4/start_time,visual_features/4/text,visual_tags/3,visual_tags/4,text_features/3/end_time,text_features/3/start_time,text_features/3/text,text_features/4/end_time,text_features/4/start_time,text_features/4/text,recommendations/2,text_tags/3,text_features/5/end_time,text_features/5/start_time,text_features/5/text,text_features/6/end_time,text_features/6/start_time,text_features/6/text,visual_features/5/end_time,visual_features/5/start_time,visual_features/5/text,text_features/7/end_time,text_features/7/start_time,text_features/7/text,visual_features/6/end_time,visual_features/6/start_time,visual_features/6/text,visual_features/7/end_time,visual_features/7/start_time,visual_features/7/text,visual_features/8/end_time,visual_features/8/start_time,visual_features/8/text,text_tags/4,text_features/8/end_time,text_features/8/start_time,text_features/8/text,text_features/9/end_time,text_features/9/start_time,text_features/9/text,text_features/10/end_time,text_features/10/start_time,text_features/10/text,text_features/11/end_time,text_features/11/start_time,text_features/11/text,text_features/12/end_time,text_features/12/start_time,text_features/12/text,text_features/13/end_time,text_features/13/start_time,text_features/13/text,text_features/14/end_time,text_features/14/start_time,text_features/14/text,text_features/15/end_time,text_features/15/start_time,text_features/15/text,text_features/16/end_time,text_features/16/start_time,text_features/16/text,text_features/17/end_time,text_features/17/start_time,text_features/17/text,text_features/18/end_time,text_features/18/start_time,text_features/18/text,text_features/19/end_time,text_features/19/start_time,text_features/19/text,text_features/20/end_time,text_features/20/start_time,text_features/20/text
0.95,NON SLUDGE,false,N/A,None - presentation is clear and focused.,,"The video features a group of shirtless men dancing and chanting ""Please stop yapping Noah"" while one holds a sign with the same message. It is a single, coherent video stream.",6,0,"A group of men chant ""Please stop yapping Noah"".",8,4,"The men make a ""Mwah"" sound.",chanting,music,7430515672473537814,32,0,A group of shirtless men are dancing outdoors.,32,0,"One man holds a blackboard sign that reads ""Please Stop yapping Noah"".",32,0,"A banner in the background states ""Wishes Made Visual"" and ""We make your Wishes Visual"".",,,,shirtless men,dancing,sign,32,8,Music with vocalizations plays throughout the video.,vocalizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - content is clear and focused.,,"A group of shirtless men perform a synchronized dance and deliver a personalized birthday message to 'Julian', telling him to 'stop buying baby oil'. The video is a single, coherent stream.",2,0,The men repeatedly say 'Happy birthday Julian'.,5,2,They also instruct Julian to 'Stop buying baby oil'.,birthday wish,repetitive sounds,7430549174896037142,39,0,A group of shirtless men are seen dancing in an outdoor setting.,39,0,A blackboard with 'Happy birthday Julian. Stop buying baby oil' is displayed.,12,9,One man holds up a printed photo of the birthday person.,39,17,The men perform synchronized dance moves.,shirtless men,dancing,birthday message,38,12,Repetitive vocalizations like 'Oh' are heard throughout the performance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,NON SLUDGE,false,vertical,None - content is coherent and well-presented for a reaction video format.,,"A streamer reacts to gameplay from what appears to be a horror-themed segment of a Call of Duty game, featuring moving mannequins and zombie-like figures, creating jump scares and intense moments.",0.15,0.11,Player expresses disbelief and frustration at the game's mechanics.,0.27,0.22,Player reacts with exclamations to sudden appearances of figures.,player commentary,game reactions,7430673895876742446,1.3,0,Top pane displays a male streamer reacting to the gameplay.,0.18,0,Bottom pane shows first-person shooter gameplay in an office setting with moving mannequins.,0.27,0.22,"Gameplay transitions to a darker, more intense horror environment with zombie-like figures.",1.3,0.57,"The player navigates a dark, confined space using a flashlight, encountering jump scares.",streamer reaction,horror game,FPS gameplay,1.28,1.22,Player attempts to reassure themselves that it's 'just Call of Duty' and not a horror game.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,SLUDGE,true,vertical,Use a single coherent video track or relate clips thematically.,Ensure the audio is original or licensed.,"The video displays a vertical split-screen with an animated story in the top pane and an unrelated endless runner mobile game in the bottom pane, accompanied by a personal narrative audio.",0.34,0,The speaker narrates a personal story about being lost as a child in a theme park.,1.09,0.34,The speaker then provides advice on how one should react when lost.,personal narrative,advice,7430741919988419886,1.09,0,"The top pane shows a simple, hand-drawn animation of characters reacting to a story.",1.09,0,The bottom pane displays an endless runner mobile game with a yellow character.,1.09,0,The game character collects various fruits and breaks through obstacles using a pole.,,,,vertical split,mobile game,cartoon animation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,SLUDGE,true,vertical,Focus on a single coherent visual narrative.,Remove the unrelated mobile game content to improve viewer focus.,"A personal anecdote about a theme park visit is narrated, accompanied by illustrative animations in the top pane and an unrelated endless runner mobile game in the bottom pane.",4.5,0,"The narrator recounts a memory of visiting California Adventure, now called Pixar Pier.",10.5,5,"The story involves waiting in line to see Snow White, who was handing out different candy.",personal anecdote,theme park story,7430749927090703658,62,0,The top pane displays animated characters that visually represent the narrative being told.,62,0,The bottom pane features an endless runner mobile game where a yellow character slices fruits and other objects.,62,0,The animated characters in the top pane change expressions and forms to match the tone of the narration.,62,0,The mobile game in the bottom pane involves collecting items and avoiding obstacles.,animated characters,endless runner game,fruit slicing,32.5,23.5,"The narrator decides to walk off and explore a store by themselves, feeling a taste of independence.",panic experience,62,0,The visual content of the bottom pane is entirely unrelated to the audio narrative or the top visual pane.,,,49,37.5,"After exploring, the narrator heads back to Snow White's station but finds their friends and family gone.",60,50,"A wave of panic came over the narrator, exacerbated by taller strangers wearing a scary mask.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,SLUDGE,true,vertical,Use a single coherent video track or relate clips thematically.,Avoid combining unrelated content for engagement.,"The video displays two unrelated clips in a vertical split-screen format. The top pane features an animated character discussing being lost, while the bottom pane shows an endless runner mobile game, serving as engagement bait.",2.9,0,The speaker discusses the large number of employees in the park and the ease of finding help.,18,13.5,The speaker talks about walking into a store crying and employees immediately knowing what's going on.,monologue,personal-story,7430756118713912618,64,0,"The top pane shows an animated character from 'The Odd 1s Out' series, with text overlays related to being lost.",64,0,The bottom pane displays an endless runner mobile game where a yellow character collects items and breaks obstacles.,64,0,"The game features various fruits and objects like burgers, strawberries, pomegranates, and peppers being collected or cut.",64,0,Score increments like '+37' and 'Awesome!' appear in the game.,animated-character,mobile-game,endless-runner,37,26,"The speaker mentions not asking for help due to pride, comparing it to socially awkward people or men having trouble asking for assistance.",,64,0,"The animated character's expressions change from confused to happy, then sad, then angry, and finally crying.",,,50,41,"The speaker considers crying really loud as a last resort, having already failed the other steps and crying inside the mask.",64,59,"The speaker concludes that terrible scenarios started running through their head, like not being able to find their parents.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,"None - presentation is clear and focused, not sludge content",,"A group of shirtless men perform synchronized dance moves outdoors, initially chanting ""Stop gooning Aaron"" before transitioning to dancing to upbeat music.",3,0,"A group of men chant ""Stop gooning Aaron"" in unison.",32,6,Upbeat dance music plays throughout the rest of the video.,chanting,dance music,7430873079334587670,32,0,A group of shirtless men in black pants perform synchronized dance moves.,32,0,"A blackboard sign in the center reads ""Stop Jooning Aaron"".",32,0,The scene is set outdoors with trees and red dirt.,,,,group dance,outdoor setting,shirtless men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,"None - content is a single, coherent performance.",,"A group of shirtless men in blue pants perform a choreographed dance outdoors, holding a 'Merry Christmas' sign and a picture of a person in a tutu, accompanied by music and chants.",2,0,The men chant 'Merry Christmas Tutu'.,4,3,The men chant 'Oil up Dookie Poo'.,chants,Christmas greetings,7430914506705882390,29,0,A group of shirtless men in blue pants perform a choreographed dance.,5,0,Two men hold a chalkboard with a Christmas greeting.,10,5,One man holds up a picture of a person wearing a pink tutu.,,,,dancing men,Christmas theme,outdoor performance,27,15,A song plays with lyrics about seizing the night and raising temptations.,song lyrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,SLUDGE,true,vertical,Use a single coherent video track or ensure all concurrent clips are semantically related.,Avoid using unrelated gameplay footage as background visual stimulation.,"The video features a vertical split screen with an animated character reacting to a speaker's narrative about bites from animals and humans in the top pane, while an unrelated crowd-runner mobile game plays in the bottom pane, indicating sludge content.",5.5,0,The speaker asks if the viewer has ever been bitten and shares personal experiences with minor bites.,23.5,16.5,"The speaker lists various dangerous animals that can bite, including sharks, alligators, snakes, spiders, rabid animals, and dinosaurs.",personal anecdote,animal bites,7431012262300749098,38,0,"The top pane displays a white animated block character that changes expressions and interacts with various cartoon animals (shark, alligator, snake, spider, rabbit, dinosaur) and a human mouth, illustrating the speaker's narrative.",137,0,"The bottom pane continuously shows gameplay of a crowd-runner mobile game where characters collect items, break obstacles, and engage in combat.",116,107,"The top pane shows a cartoon church under a stormy sky, correlating with the speaker's mention of 'Kids Church'.",,,,vertical split,mobile game,cartoon animation,38,26.5,"The speaker discusses the danger of human bites due to bacteria, citing Healthline.com.",human bites,,,,,,62,49.5,The speaker recounts being bitten by a human 'thing' a few months ago for no reason and expresses lingering frustration.,130,115.5,The speaker mentions going to 'Kids Church' and clarifies their stance on personal beliefs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,SLUDGE,true,vertical,Use a single coherent video track or relate clips thematically.,Remove the unrelated mobile game footage to focus on the narrative.,"The video displays a vertical split-screen with an animated narrative about 'kid's church' in the top pane and unrelated mobile game footage in the bottom pane, indicating a sludge video.",16,0,The narrator describes the concept and activities of 'kid's church'.,59,17,The narrator explains the perceived benefits and underlying reasons for 'kid's church' from a parent's perspective.,church anecdotes,child behavior,7431031359604297003,100,0,The top pane features a black and white animation of a character acting out the narrator's story.,147,0,"The bottom pane displays an endless runner mobile game with small, colored figures.",147,0,The animated character in the top pane expresses various emotions and actions corresponding to the narrative.,147,0,"The mobile game shows figures collecting items, multiplying, and engaging in combat.",vertical split,animation,mobile game,147,100,The narrator recounts a specific day where children were unruly and uncooperative during 'kid's church'.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,SLUDGE,true,vertical,Use a single coherent video track.,Ensure the visual content is directly related to the audio narrative.,"The video displays two unrelated visual streams: a cartoon animation in the top pane and mobile game-like gameplay in the bottom pane. The audio features a monologue about dealing with misbehaving children, which is semantically unrelated to both visual streams.",5,0,The speaker narrates a story about children misbehaving at a gathering.,12,6,The speaker describes their patience running thin due to the children's actions.,personal anecdote,child behavior,7431039734375501102,143,0,The top pane shows a cartoon character with various expressions and actions.,143,0,The bottom pane displays an endless-runner mobile game where characters collect items and break obstacles.,12,5,The cartoon character's expressions change to reflect the narrative's mood.,56,46,The mobile game shows characters multiplying and engaging in combat with red figures.,vertical split,mobile game,cartoon animation,27,17,"Specific incidents of misbehavior, like jumping on couches and punching, are recounted.",monologue,105,100,"The cartoon character is shown sitting on a couch, then looking distressed.",,,33,27,The speaker describes confronting a child and threatening to involve their parents.,143,52,The speaker reflects on the children's behavior and their own past experiences.,Avoid using unrelated gameplay as background visuals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
